GEO Series ID (GSE___),organism_old,organism,common_name,display_name
GSE39584,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE36642,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE39290,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE29278,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE29218,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE29184,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE38512,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE34799,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE37901,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36026,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE37639,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36027,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE37350,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE36025,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE36852,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36831,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36829,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36828,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE36083,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE35997,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE35574,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE34894,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE32640,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE25764,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE29101,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE29100,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE33219,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE31680,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE32660,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE32527,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE32346,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE31904,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE32028,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE31781,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE30554,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE31039,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE29987,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE30032,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE25966,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE30127,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE29690,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE28277,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE28525,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE29247,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE24272,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE28917,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE28551,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE22326,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE27272,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE27373,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE28123,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE27909,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE20750,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE27646,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE27584,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14938,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE22526,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE25925,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE25872,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE23862,taxid:9796,Equus caballus,Horse,Horse (Equus caballus)
GSE22091,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE26683,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE19649,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE22837,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE25906,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE24947,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE24207,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE24940,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE25255,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE21925,taxid:9796,Equus caballus,Horse,Horse (Equus caballus)
GSE21544,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE24129,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE21938,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE23835,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14392,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE23737,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE23311,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE21971,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE15519,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE21803,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE21332,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE19248,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE16983,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE12239,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE20499,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE18162,Rattus norvegicus,Rattus norvegicus,Rat,Rat (Rattus norvegicus)
GSE19960,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE18927,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE19434,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE18044,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14473,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14568,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE14372,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE17600,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE17312,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE16256,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE17358,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE17158,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE17102,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE13299,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13299,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE11853,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE13155,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13155,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE16546,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13753,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE16154,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE15998,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE15805,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE12737,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE8893,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE15311,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE15309,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13175,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13172,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14811,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14722,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE10443,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE10441,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE9773,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13445,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE13445,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE11523,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10297,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE12767,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11879,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11806,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11863,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE12216,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE7676,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10588,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11433,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE10612,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11409,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE10246,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE9984,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE11224,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE11222,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE11220,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10118,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10081,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10342,Bos taurus,Bos taurus,Cow,Cow (Bos taurus)
GSE8224,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE10456,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE10447,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE10446,Sus scrofa,Sus scrofa,Wild boar,Wild boar (Sus scrofa)
GSE9954,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE8614,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE8124,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE7434,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE4822,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE6909,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE8249,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE8375,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE7586,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE7905,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE1986,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE7021,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE5999,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE6573,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE5983,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE4165,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE4870,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE5172,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE4100,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE4726,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE4707,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE4421,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2673,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE3098,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE1747,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE3077,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE3516,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE3513,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE3509,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE3507,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE3047,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE2956,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2708,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2720,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2671,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE1715,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2361,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE2366,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE2193,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE1903,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE1581,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE1738,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE1302,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE1133,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE1133,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE740,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE918,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE97,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
GSE96,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14,Homo sapiens,Homo sapiens,Human,Human (Homo sapiens)
GSE14,Mus musculus,Mus musculus,Mouse,Mouse (Mus musculus)
